id,referee,timezone,date,venue_id,venue_name,venue_city,season,round,home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
120444,"Luis Santander, Mexico",UTC,2018-10-27T23:00:00+00:00,,Estadio Victoria,Aguascalientes,2018,Apertura - 14,Necaxa,Atlas,,,2.0,2.0,0.0,1.0,2.0,2.0,,,,
120445,"Diego Montano, Mexico",UTC,2018-10-28T01:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2018,Apertura - 14,Tigres UANL,Lobos Buap,,,2.0,2.0,0.0,1.0,2.0,2.0,,,,
120446,"Fernando Guerrero Ramirez, Mexico",UTC,2018-10-28T01:00:00+00:00,,Estadio Akron,Guadalajara,2018,Apertura - 14,Guadalajara Chivas,Monarcas,False,True,1.0,2.0,1.0,0.0,1.0,2.0,,,,
120447,"Jorge Antonio Perez Duran, Mexico",UTC,2018-10-28T02:00:00+00:00,,Estadio Azul,Mexico City,2018,Apertura - 14,Cruz Azul,Club America,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120448,"Adonai Escobedo Gonzalez, Mexico",UTC,2018-10-28T02:06:00+00:00,1088.0,Estadio Caliente,Tijuana,2018,Apertura - 14,Club Tijuana,U.N.A.M. - Pumas,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
120449,"Marco Antonio Ortiz Nava, Mexico",UTC,2018-10-28T18:00:00+00:00,,Estadio Nemesio Diez,Toluca,2018,Apertura - 14,Toluca,Club Queretaro,True,False,4.0,0.0,1.0,0.0,4.0,0.0,,,,
120450,"Jorge Isaac Rojas Castillo, Mexico",UTC,2018-10-29T01:00:00+00:00,,Estadio Leon,Leon,2018,Apertura - 14,Leon,Puebla,False,True,0.0,4.0,0.0,2.0,0.0,4.0,,,,
120451,"Jorge Antonio Perez Duran, Mexico",UTC,2018-11-03T01:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2018,Apertura - 15,Monarcas,Tigres UANL,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
120452,"Diego Montano, Mexico",UTC,2018-11-03T03:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2018,Apertura - 15,Puebla,Guadalajara Chivas,,,2.0,2.0,0.0,2.0,2.0,2.0,,,,
120453,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2018-11-03T23:00:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2018,Apertura - 15,Pachuca,Necaxa,True,False,6.0,2.0,3.0,0.0,6.0,2.0,,,,
120454,"Oscar Macias, Mexico",UTC,2018-11-04T01:00:00+00:00,,Estadio Azteca,Mexico City,2018,Apertura - 15,Club America,Toluca,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
120455,"Oscar Mejia Garcia, Mexico",UTC,2018-11-04T01:06:00+00:00,,Estadio BBVA Bancomer,Monterrey,2018,Apertura - 15,Monterrey,Veracruz,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
120456,"Luis Santander, Mexico",UTC,2018-11-04T03:00:00+00:00,1078.0,Estadio Universitario BUAP,Puebla,2018,Apertura - 15,Lobos Buap,Club Tijuana,True,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,
120457,"Jorge Isaac Rojas Castillo, Mexico",UTC,2018-11-04T18:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2018,Apertura - 15,U.N.A.M. - Pumas,Cruz Azul,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
120458,"Fernando Guerrero Ramirez, Mexico",UTC,2018-11-04T22:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2018,Apertura - 15,Club Queretaro,Santos Laguna,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
120459,"Francisco Chacon Gutierrez, Mexico",UTC,2018-11-05T00:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2018,Apertura - 15,Atlas,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120460,"Roberto Garcia Orozco, Mexico",UTC,2018-11-10T01:00:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2018,Apertura - 16,Veracruz,Club Queretaro,,,2.0,2.0,2.0,0.0,2.0,2.0,,,,
120461,"Diego Montano, Mexico",UTC,2018-11-10T03:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2018,Apertura - 16,Atlas,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120462,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2018-11-10T23:00:00+00:00,,Estadio Azul,Mexico City,2018,Apertura - 16,Cruz Azul,Lobos Buap,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
120463,"Roberto Rios Jacome, Mexico",UTC,2018-11-11T01:00:00+00:00,,Estadio Leon,Leon,2018,Apertura - 16,Leon,Guadalajara Chivas,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
120464,"Oscar Mejia Garcia, Mexico",UTC,2018-11-11T01:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2018,Apertura - 16,Tigres UANL,Puebla,True,False,6.0,1.0,4.0,1.0,6.0,1.0,,,,
120465,"Jorge Antonio Perez Duran, Mexico",UTC,2018-11-11T03:00:00+00:00,,Estadio Victoria,Aguascalientes,2018,Apertura - 16,Necaxa,Monterrey,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
120466,"Jorge Isaac Rojas Castillo, Mexico",UTC,2018-11-11T03:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2018,Apertura - 16,Club Tijuana,Monarcas,False,True,2.0,3.0,0.0,1.0,2.0,3.0,,,,
120467,"Fernando Guerrero Ramirez, Mexico",UTC,2018-11-11T18:00:00+00:00,,Estadio Nemesio Diez,Toluca,2018,Apertura - 16,Toluca,U.N.A.M. - Pumas,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
120468,"Luis Santander, Mexico",UTC,2018-11-12T00:00:00+00:00,,Estadio TSM Corona,Torreon,2018,Apertura - 16,Santos Laguna,Club America,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
120469,"Luis Santander, Mexico",UTC,2018-11-24T01:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2018,Apertura - 17,Monarcas,Cruz Azul,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
120470,"Oscar Macias, Mexico",UTC,2018-11-24T03:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2018,Apertura - 17,Puebla,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
120471,"Jorge Isaac Rojas Castillo, Mexico",UTC,2018-11-24T23:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2018,Apertura - 17,Club Queretaro,Necaxa,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
120472,"Fernando Guerrero Ramirez, Mexico",UTC,2018-11-25T01:00:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2018,Apertura - 17,Pachuca,Leon,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
120473,"Diego Montano, Mexico",UTC,2018-11-25T01:00:00+00:00,,Estadio Azteca,Mexico City,2018,Apertura - 17,Club America,Veracruz,True,False,4.0,1.0,3.0,1.0,4.0,1.0,,,,
120474,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2018-11-25T03:00:00+00:00,,Estadio Akron,Guadalajara,2018,Apertura - 17,Guadalajara Chivas,Tigres UANL,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
120475,"Roberto Garcia Orozco, Mexico",UTC,2018-11-25T03:06:00+00:00,,Estadio BBVA Bancomer,Monterrey,2018,Apertura - 17,Monterrey,Atlas,True,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,
120476,"Jorge Antonio Perez Duran, Mexico",UTC,2018-11-25T18:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2018,Apertura - 17,U.N.A.M. - Pumas,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
120477,"Francisco Chacon Gutierrez, Mexico",UTC,2018-11-25T22:00:00+00:00,1078.0,Estadio Universitario BUAP,Puebla,2018,Apertura - 17,Lobos Buap,Toluca,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
125283,"Eduardo Galvan Basulto, Mexico",UTC,2019-05-09T00:00:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2018,Clausura - Quarter-finals,Pachuca,Tigres UANL,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
125284,"Jorge Antonio Perez Duran, Mexico",UTC,2019-05-12T00:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2018,Clausura - Quarter-finals,Tigres UANL,Pachuca,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
125285,"Luis Santander, Mexico",UTC,2019-05-09T02:06:00+00:00,1088.0,Estadio Caliente,Tijuana,2018,Clausura - Quarter-finals,Club Tijuana,Leon,False,True,1.0,3.0,0.0,1.0,1.0,3.0,,,,
125286,"Francisco Chacon Gutierrez, Mexico",UTC,2019-05-12T02:06:00+00:00,,Estadio Leon,Leon,2018,Clausura - Quarter-finals,Leon,Club Tijuana,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
125287,"Diego Montano, Mexico",UTC,2019-05-10T00:00:00+00:00,,Estadio Victoria,Aguascalientes,2018,Clausura - Quarter-finals,Necaxa,Monterrey,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
125288,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2019-05-13T01:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2018,Clausura - Quarter-finals,Monterrey,Necaxa,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
125289,"Jorge Isaac Rojas Castillo, Mexico",UTC,2019-05-10T02:05:00+00:00,,Estadio Azteca,Mexico City,2018,Clausura - Quarter-finals,Club America,Cruz Azul,True,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
125290,"Fernando Guerrero Ramirez, Mexico",UTC,2019-05-12T23:10:00+00:00,,Estadio Azteca,Mexico City,2018,Clausura - Quarter-finals,Cruz Azul,Club America,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
127805,"Jorge Antonio Perez Duran, Mexico",UTC,2019-05-17T01:30:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2018,Clausura - Semi-finals,Club America,Leon,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
127806,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2019-05-20T01:06:00+00:00,,Estadio Leon,Leon,2018,Clausura - Semi-finals,Leon,Club America,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
127807,"Marco Antonio Ortiz Nava, Mexico",UTC,2019-05-19T00:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2018,Clausura - Semi-finals,Tigres UANL,Monterrey,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
127808,"Jorge Isaac Rojas Castillo, Mexico",UTC,2019-05-16T02:06:00+00:00,,Estadio BBVA Bancomer,Monterrey,2018,Clausura - Semi-finals,Monterrey,Tigres UANL,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143243,"Marco Antonio Ortiz Nava, Mexico",UTC,2019-05-24T01:45:00+00:00,,Estadio Universitario (UANL),Monterrey,2018,Clausura - Finals,Tigres UANL,Leon,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143244,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2019-05-27T01:06:00+00:00,,Estadio Leon,Leon,2018,Clausura - Finals,Leon,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143579,"Oscar Macias, Mexico",UTC,2017-05-26T02:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2016,Clausura - Finals,Tigres UANL,Guadalajara Chivas,,,2.0,2.0,0.0,2.0,2.0,2.0,,,,
143580,"Luis Santander, Mexico",UTC,2017-05-28T23:06:00+00:00,,Estadio Akron,Guadalajara,2016,Clausura - Finals,Guadalajara Chivas,Tigres UANL,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
143581,"Oscar Macias, Mexico",UTC,2017-05-19T00:30:00+00:00,,Estadio Nemesio Diez,Toluca,2016,Clausura - Semi-finals,Toluca,Guadalajara Chivas,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143582,"Luis Santander, Mexico",UTC,2017-05-21T23:06:00+00:00,,Estadio Akron,Guadalajara,2016,Clausura - Semi-finals,Guadalajara Chivas,Toluca,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
143583,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-05-19T02:30:00+00:00,,Estadio Universitario (UANL),Monterrey,2016,Clausura - Semi-finals,Tigres UANL,Club Tijuana,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
143584,"Jorge Antonio Perez Duran, Mexico",UTC,2017-05-22T01:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2016,Clausura - Semi-finals,Club Tijuana,Tigres UANL,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
143585,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-05-11T00:30:00+00:00,,Estadio Universitario (UANL),Monterrey,2016,Clausura - Quarter-finals,Tigres UANL,Monterrey,True,False,4.0,1.0,2.0,0.0,4.0,1.0,,,,
143586,"Fernando Hernandez, Mexico",UTC,2017-05-14T00:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2016,Clausura - Quarter-finals,Monterrey,Tigres UANL,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
143587,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-05-11T02:30:00+00:00,,Estadio TSM Corona,Torreon,2016,Clausura - Quarter-finals,Santos Laguna,Toluca,False,True,1.0,4.0,0.0,1.0,1.0,4.0,,,,
143588,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-05-14T02:00:00+00:00,,Estadio Nemesio Diez,Toluca,2016,Clausura - Quarter-finals,Toluca,Santos Laguna,False,True,1.0,3.0,1.0,2.0,1.0,3.0,,,,
143589,"Erick Yair Miranda Galindo, Mexico",UTC,2017-05-12T00:30:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2016,Clausura - Quarter-finals,Monarcas,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143590,"Oscar Macias, Mexico",UTC,2017-05-15T01:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2016,Clausura - Quarter-finals,Club Tijuana,Monarcas,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143591,"Jorge Antonio Perez Duran, Mexico",UTC,2017-05-12T02:30:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2016,Clausura - Quarter-finals,Atlas,Guadalajara Chivas,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143592,"Luis Santander, Mexico",UTC,2017-05-14T23:00:00+00:00,,Estadio Akron,Guadalajara,2016,Clausura - Quarter-finals,Guadalajara Chivas,Atlas,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143593,"Paul Enrique Delgadillo Haro, Mexico",UTC,2016-12-23T03:00:00+00:00,,Estadio Azteca,Mexico City,2016,Apertura - Finals,Club America,Tigres UANL,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143594,"Jorge Isaac Rojas Castillo, Mexico",UTC,2016-12-26T00:30:00+00:00,,Estadio Universitario (UANL),Monterrey,2016,Apertura - Finals,Tigres UANL,Club America,True,False,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
143595,"Paul Enrique Delgadillo Haro, Mexico",UTC,2016-12-01T02:36:00+00:00,,Estadio Leon,Leon,2016,Apertura - Semi-finals,Leon,Tigres UANL,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143596,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2016-12-04T01:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2016,Apertura - Semi-finals,Tigres UANL,Leon,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
143597,"Jorge Isaac Rojas Castillo, Mexico",UTC,2016-12-02T03:00:00+00:00,,Estadio Victoria,Aguascalientes,2016,Apertura - Semi-finals,Necaxa,Club America,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143598,"Fernando Guerrero Ramirez, Mexico",UTC,2016-12-05T02:00:00+00:00,,Estadio Azteca,Mexico City,2016,Apertura - Semi-finals,Club America,Necaxa,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
143599,"Oscar Macias, Mexico",UTC,2016-11-24T01:30:00+00:00,,Estadio Leon,Leon,2016,Apertura - Quarter-finals,Leon,Club Tijuana,True,False,3.0,0.0,2.0,0.0,3.0,0.0,,,,
143600,"Luis Santander, Mexico",UTC,2016-11-27T03:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2016,Apertura - Quarter-finals,Club Tijuana,Leon,True,False,3.0,2.0,3.0,0.0,3.0,2.0,,,,
143601,"Jorge Isaac Rojas Castillo, Mexico",UTC,2016-11-24T03:30:00+00:00,,Estadio Olimpico Universitario,Mexico City,2016,Apertura - Quarter-finals,U.N.A.M. - Pumas,Tigres UANL,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
143602,"Fernando Guerrero Ramirez, Mexico",UTC,2016-11-27T01:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2016,Apertura - Quarter-finals,Tigres UANL,U.N.A.M. - Pumas,True,False,5.0,0.0,2.0,0.0,5.0,0.0,,,,
143603,"Erick Yair Miranda Galindo, Mexico",UTC,2016-11-25T01:30:00+00:00,,Estadio Victoria,Aguascalientes,2016,Apertura - Quarter-finals,Necaxa,Pachuca,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
143604,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2016-11-28T02:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2016,Apertura - Quarter-finals,Pachuca,Necaxa,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143605,"Paul Enrique Delgadillo Haro, Mexico",UTC,2016-11-25T03:30:00+00:00,,Estadio Azteca,Mexico City,2016,Apertura - Quarter-finals,Club America,Guadalajara Chivas,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
143606,"Roberto Garcia Orozco, Mexico",UTC,2016-11-28T00:06:00+00:00,,Estadio Akron,Guadalajara,2016,Apertura - Quarter-finals,Guadalajara Chivas,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143607,"Eduardo Galvan Basulto, Mexico",UTC,2017-01-07T03:00:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2016,Clausura - 1,Veracruz,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143608,"Uriel Olvera Rios, Mexico",UTC,2017-01-07T23:00:00+00:00,,Estadio Azul,Mexico City,2016,Clausura - 1,Cruz Azul,Necaxa,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143609,"Oscar Mejia Garcia, Mexico",UTC,2017-01-08T01:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2016,Clausura - 1,Tigres UANL,Santos Laguna,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143610,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-01-08T01:05:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2016,Clausura - 1,Monarcas,Club Tijuana,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143611,"Alejandro Funk Villafane, Mexico",UTC,2017-01-08T01:06:00+00:00,,Estadio Leon,Leon,2016,Clausura - 1,Leon,Pachuca,False,True,2.0,4.0,2.0,2.0,2.0,4.0,,,,
143612,"Fernando Hernandez, Mexico",UTC,2017-01-08T03:06:00+00:00,,Estadio Akron,Guadalajara,2016,Clausura - 1,Guadalajara Chivas,U.N.A.M. - Pumas,True,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,
143613,"Adonai Escobedo Gonzalez, Mexico",UTC,2017-01-08T18:00:00+00:00,,Estadio Nemesio Diez,Toluca,2016,Clausura - 1,Toluca,Atlas,True,False,4.0,1.0,1.0,1.0,4.0,1.0,,,,
143614,"Adalid Maganda Villalva, Mexico",UTC,2017-01-09T00:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2016,Clausura - 1,Puebla,Monterrey,False,True,2.0,3.0,2.0,1.0,2.0,3.0,,,,
143615,"Diego Montano, Mexico",UTC,2017-02-08T02:00:00+00:00,1965.0,Estadio Victor Manuel Reyna,Tuxtla Gutierrez,2016,Clausura - 1,Jaguares de Chiapas,Club America,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
143616,"Jorge Antonio Perez Duran, Mexico",UTC,2017-01-14T03:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2016,Clausura - 2,Club Tijuana,Puebla,True,False,6.0,2.0,2.0,1.0,6.0,2.0,,,,
143617,"Miguel Angel Flores Rodriguez, Mexico",UTC,2017-01-14T23:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2016,Clausura - 2,Club Queretaro,Monarcas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143618,"Diego Montano, Mexico",UTC,2017-01-15T01:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2016,Clausura - 2,Atlas,Tigres UANL,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143619,"Erick Yair Miranda Galindo, Mexico",UTC,2017-01-15T01:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2016,Clausura - 2,Monterrey,Guadalajara Chivas,,,2.0,2.0,0.0,2.0,2.0,2.0,,,,
143620,"Roberto Rios Jacome, Mexico",UTC,2017-01-15T01:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2016,Clausura - 2,Pachuca,Jaguares de Chiapas,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143621,"Jose Penaloza, Mexico",UTC,2017-01-15T03:00:00+00:00,,Estadio Victoria,Aguascalientes,2016,Clausura - 2,Necaxa,Leon,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143622,"Oscar Macias, Mexico",UTC,2017-01-15T18:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2016,Clausura - 2,U.N.A.M. - Pumas,Cruz Azul,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143623,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-01-15T22:00:00+00:00,,Estadio Nemesio Diez,Toluca,2016,Clausura - 2,Toluca,Club America,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
143624,"Luis Santander, Mexico",UTC,2017-01-16T00:00:00+00:00,,Estadio TSM Corona,Torreon,2016,Clausura - 2,Santos Laguna,Veracruz,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
143625,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-01-21T03:00:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2016,Clausura - 3,Veracruz,Atlas,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143626,"Fernando Hernandez, Mexico",UTC,2017-01-21T23:00:00+00:00,,Estadio Azul,Mexico City,2016,Clausura - 3,Cruz Azul,Monterrey,,,2.0,2.0,0.0,2.0,2.0,2.0,,,,
143627,"Luis Santander, Mexico",UTC,2017-01-22T01:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2016,Clausura - 3,Tigres UANL,Club America,True,False,4.0,2.0,2.0,1.0,4.0,2.0,,,,
143628,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-01-22T01:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2016,Clausura - 3,Monarcas,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143629,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-01-22T01:06:00+00:00,,Estadio Leon,Leon,2016,Clausura - 3,Leon,U.N.A.M. - Pumas,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143630,"Leon Vicente Barajas Anzures, Mexico",UTC,2017-01-22T03:00:00+00:00,,Estadio Victoria,Aguascalientes,2016,Clausura - 3,Necaxa,Pachuca,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143631,"Jonathan Hernandez Juarez, Mexico",UTC,2017-01-22T03:06:00+00:00,,Estadio Akron,Guadalajara,2016,Clausura - 3,Guadalajara Chivas,Club Tijuana,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143632,"Eduardo Galvan Basulto, Mexico",UTC,2017-01-22T18:00:00+00:00,,Estadio Nemesio Diez,Toluca,2016,Clausura - 3,Toluca,Jaguares de Chiapas,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143633,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-01-23T00:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2016,Clausura - 3,Puebla,Club Queretaro,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143634,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-01-28T03:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2016,Clausura - 4,Club Tijuana,Cruz Azul,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143635,"Diego Montano, Mexico",UTC,2017-01-28T23:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2016,Clausura - 4,Club Queretaro,Guadalajara Chivas,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
143636,"Luis Santander, Mexico",UTC,2017-01-29T01:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2016,Clausura - 4,Atlas,Monarcas,True,False,3.0,1.0,1.0,1.0,3.0,1.0,,,,
143637,"Jorge Antonio Perez Duran, Mexico",UTC,2017-01-29T01:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2016,Clausura - 4,Monterrey,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143638,"Oscar Mejia Garcia, Mexico",UTC,2017-01-29T01:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2016,Clausura - 4,Pachuca,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143639,"Erick Yair Miranda Galindo, Mexico",UTC,2017-01-29T03:00:00+00:00,,Estadio Azteca,Mexico City,2016,Clausura - 4,Club America,Veracruz,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143640,"Roberto Rios Jacome, Mexico",UTC,2017-01-29T18:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2016,Clausura - 4,U.N.A.M. - Pumas,Necaxa,True,False,3.0,1.0,0.0,1.0,3.0,1.0,,,,
143641,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-01-29T23:00:00+00:00,1965.0,Estadio Victor Manuel Reyna,Tuxtla Gutierrez,2016,Clausura - 4,Jaguares de Chiapas,Tigres UANL,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143642,"Fernando Guerrero Ramirez, Mexico",UTC,2017-01-30T00:00:00+00:00,,Estadio TSM Corona,Torreon,2016,Clausura - 4,Santos Laguna,Puebla,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143643,"Jose Penaloza, Mexico",UTC,2017-02-04T01:30:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2016,Clausura - 5,Puebla,Atlas,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143644,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-02-04T03:30:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2016,Clausura - 5,Veracruz,Jaguares de Chiapas,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
